request_id,created_at,closed_at,status,priority,category,subcategory,location,team,owner,channel,sla_hours,resolution_hours,reopened,satisfaction_score,last_updated_at,source_system
SR-100125,2026-05-07T09:46:04.495760Z,2026-05-08T17:33:27.307331Z,Closed,Normal,Billing & Payments,Invoice question,Central Service Center,Billing Operations,R. Williams,Phone,48,31.79,No,,2026-05-08T17:33:27.307331Z,Contact Center
SR-100119,2026-05-07T10:12:18.608979Z,2026-05-09T07:16:05.587302Z,Closed,Normal,Delivery & Fulfillment,Late delivery,West Service Center,Customer Care,E. Thompson,Web,48,45.06,No,5,2026-05-09T07:16:05.587302Z,Field App
SR-100123,2026-05-07T10:14:32.905817Z,2026-05-08T04:01:14.614383Z,Closed,Normal,Account Access,Identity verification,North Service Center,Technical Support,J. Brooks,Web,48,17.78,No,5,2026-05-08T04:01:14.614383Z,Field App
SR-100126,2026-05-07T12:48:48.888217Z,2026-05-09T19:13:45.724888Z,Closed,Low,Delivery & Fulfillment,Address correction,North Service Center,Customer Care,B. Martin,Email,96,54.42,No,4,2026-05-09T19:13:45.724888Z,Contact Center
SR-100116,2026-05-07T13:20:48.277896Z,2026-05-08T17:52:51.062254Z,Closed,Normal,General Inquiry,Service information,North Service Center,Customer Care,D. Wilson,Email,48,28.53,No,4,2026-05-08T17:52:51.062254Z,Service Portal
SR-100120,2026-05-07T14:02:44.633279Z,2026-05-08T15:18:04.968059Z,Closed,Normal,Account Access,Identity verification,Central Service Center,Technical Support,A. Patel,Web,48,25.26,No,4,2026-05-08T15:18:04.968059Z,Contact Center
SR-100114,2026-05-07T14:27:31.326727Z,2026-05-08T04:05:34.292454Z,Closed,Normal,Account Access,Password reset,South Service Center,Technical Support,A. Patel,Web,48,13.63,No,5,2026-05-08T04:05:34.292454Z,Service Portal
SR-100122,2026-05-07T17:50:12.637767Z,2026-05-10T07:51:13.731561Z,Closed,Normal,Permit & Compliance,Policy clarification,South Service Center,Compliance Services,O. Scott,Mobile,48,62.02,No,4,2026-05-10T07:51:13.731561Z,Contact Center
SR-100117,2026-05-07T19:07:45.415898Z,2026-05-10T04:28:31.901013Z,Closed,Normal,Permit & Compliance,Documentation review,South Service Center,Compliance Services,O. Scott,Web,48,57.35,No,3,2026-05-10T04:28:31.901013Z,Service Portal
SR-100121,2026-05-07T19:43:12.802777Z,2026-05-08T02:03:39.946047Z,Closed,Normal,Account Access,Password reset,West Service Center,Technical Support,S. Rivera,Web,48,6.34,No,4,2026-05-08T02:03:39.946047Z,Field App
SR-100115,2026-05-07T20:40:50.756230Z,2026-05-09T07:44:43.381588Z,Closed,Normal,Delivery & Fulfillment,Late delivery,Central Service Center,Customer Care,K. Johnson,Phone,48,35.06,No,,2026-05-09T07:44:43.381588Z,Field App
SR-100131,2026-05-08T08:23:54.912348Z,2026-05-10T10:28:52.747071Z,Closed,Low,Permit & Compliance,Documentation review,South Service Center,Compliance Services,I. Adams,Mobile,96,50.08,No,4,2026-05-10T10:28:52.747071Z,Contact Center
SR-100134,2026-05-08T08:39:59.933902Z,2026-05-08T16:53:57.431069Z,Closed,Normal,Account Access,Permission request,West Service Center,Technical Support,A. Patel,Email,48,8.23,No,5,2026-05-08T16:53:57.431069Z,Service Portal
SR-100133,2026-05-08T08:51:59.231171Z,2026-05-08T18:03:59.578969Z,Closed,High,General Inquiry,Feedback,North Service Center,Customer Care,E. Thompson,Phone,16,9.20,No,5,2026-05-08T18:03:59.578969Z,Service Portal
SR-100128,2026-05-08T11:14:55.261294Z,2026-05-09T17:25:24.124646Z,Closed,High,Permit & Compliance,Documentation review,Remote,Compliance Services,G. Baker,Web,16,30.17,No,4,2026-05-09T17:25:24.124646Z,Service Portal
SR-100132,2026-05-08T11:35:17.628440Z,2026-05-11T12:48:50.604738Z,Closed,Normal,Equipment & Maintenance,Replacement request,Remote,Field Operations,P. Garcia,Email,48,73.23,No,3,2026-05-11T12:48:50.604738Z,Contact Center
SR-100137,2026-05-08T11:44:44.116731Z,2026-05-08T15:53:00.443412Z,Closed,High,General Inquiry,Feedback,Remote,Customer Care,B. Martin,Mobile,16,4.14,No,4,2026-05-08T15:53:00.443412Z,Service Portal
SR-100130,2026-05-08T12:09:50.089832Z,2026-05-10T13:55:51.959954Z,Closed,Normal,Equipment & Maintenance,Replacement request,West Service Center,Field Operations,H. Clark,Email,48,49.77,No,3,2026-05-10T13:55:51.959954Z,Field App
SR-100138,2026-05-08T12:46:40.128865Z,2026-05-10T07:48:50.368365Z,Closed,Low,Delivery & Fulfillment,Late delivery,South Service Center,Customer Care,B. Martin,Web,96,43.04,No,4,2026-05-10T07:48:50.368365Z,Contact Center
SR-100135,2026-05-08T14:00:55.711408Z,2026-05-09T08:46:54.061885Z,Closed,Normal,Billing & Payments,Invoice question,Remote,Billing Operations,R. Williams,Phone,48,18.77,No,5,2026-05-09T08:46:54.061885Z,Service Portal
SR-100127,2026-05-08T15:15:59.917759Z,2026-05-09T03:26:04.864846Z,Closed,Normal,General Inquiry,Service information,North Service Center,Customer Care,K. Johnson,Phone,48,12.17,No,4,2026-05-09T03:26:04.864846Z,Service Portal
SR-100129,2026-05-08T15:56:11.980991Z,2026-05-09T09:06:09.802979Z,Closed,Normal,General Inquiry,Feedback,South Service Center,Customer Care,B. Martin,Web,48,17.17,No,4,2026-05-09T09:06:09.802979Z,Contact Center
SR-100139,2026-05-08T20:06:47.360535Z,2026-05-09T15:33:37.677934Z,Closed,Normal,Permit & Compliance,Policy clarification,Central Service Center,Compliance Services,F. Wright,Walk-in,48,19.45,Yes,3,2026-05-09T15:33:37.677934Z,Service Portal
SR-100136,2026-05-08T20:10:37.206146Z,2026-05-10T05:42:51.186826Z,Closed,Normal,Billing & Payments,Refund request,Remote,Billing Operations,T. Nguyen,Web,48,33.54,No,,2026-05-10T05:42:51.186826Z,Field App
SR-100147,2026-05-09T08:43:30.290006Z,2026-05-10T01:08:54.452795Z,Closed,High,Billing & Payments,Payment failure,North Service Center,Billing Operations,T. Nguyen,Mobile,16,16.42,No,4,2026-05-10T01:08:54.452795Z,Field App
SR-100151,2026-05-09T11:55:51.873551Z,2026-05-10T04:06:39.800325Z,Closed,Normal,Account Access,Identity verification,West Service Center,Technical Support,M. Chen,Phone,48,16.18,No,4,2026-05-10T04:06:39.800325Z,Service Portal
SR-100145,2026-05-09T12:50:55.545534Z,2026-05-10T21:58:24.652289Z,Closed,Normal,General Inquiry,Service information,South Service Center,Customer Care,D. Wilson,Web,48,33.12,No,5,2026-05-10T21:58:24.652289Z,Field App
SR-100143,2026-05-09T14:23:05.071322Z,2026-05-10T06:34:23.216913Z,Closed,Normal,Account Access,Permission request,Remote,Technical Support,A. Patel,Web,48,16.19,No,5,2026-05-10T06:34:23.216913Z,Service Portal
SR-100146,2026-05-09T14:44:05.802773Z,2026-05-10T15:00:52.983754Z,Closed,Normal,Account Access,Password reset,North Service Center,Technical Support,A. Patel,Mobile,48,24.28,No,3,2026-05-10T15:00:52.983754Z,Service Portal
SR-100149,2026-05-09T14:50:07.032831Z,2026-05-10T06:11:08.489004Z,Closed,Normal,Account Access,Identity verification,Central Service Center,Technical Support,M. Chen,Web,48,15.35,No,,2026-05-10T06:11:08.489004Z,Service Portal
SR-100142,2026-05-09T15:57:18.375833Z,2026-05-10T03:16:21.377180Z,Closed,Normal,Account Access,Identity verification,South Service Center,Technical Support,M. Chen,Walk-in,48,11.32,No,,2026-05-10T03:16:21.377180Z,Service Portal
SR-100148,2026-05-09T16:18:01.639759Z,2026-05-13T13:06:38.380838Z,Closed,Low,Permit & Compliance,Policy clarification,South Service Center,Compliance Services,I. Adams,Mobile,96,92.81,No,3,2026-05-13T13:06:38.380838Z,Service Portal
SR-100144,2026-05-09T16:32:29.100897Z,2026-05-11T21:15:07.263782Z,Closed,Normal,Delivery & Fulfillment,Address correction,South Service Center,Customer Care,B. Martin,Phone,48,52.71,No,4,2026-05-11T21:15:07.263782Z,Contact Center
SR-100141,2026-05-09T17:42:01.434455Z,2026-05-10T18:43:19.248141Z,Closed,Normal,General Inquiry,Feedback,South Service Center,,E. Thompson,Web,48,25.02,No,5,2026-05-10T18:43:19.248141Z,Service Portal
SR-100140,2026-05-09T18:00:53.627597Z,2026-05-11T17:34:20.986934Z,Closed,Normal,Account Access,Password reset,,Technical Support,S. Rivera,Phone,48,47.56,No,4,2026-05-11T17:34:20.986934Z,Field App
SR-100150,2026-05-09T18:48:12.922060Z,2026-05-11T19:01:37.385462Z,Closed,High,Permit & Compliance,Application status,South Service Center,Compliance Services,O. Scott,Mobile,16,48.22,No,3,2026-05-11T19:01:37.385462Z,Field App
SR-100152,2026-05-09T20:35:21.660985Z,2026-05-10T04:27:19.033062Z,Closed,Normal,Account Access,Password reset,West Service Center,Technical Support,J. Brooks,Web,48,7.87,No,4,2026-05-10T04:27:19.033062Z,Service Portal
SR-100158,2026-05-10T08:30:03.272714Z,2026-05-12T05:46:29.144186Z,Closed,Normal,Delivery & Fulfillment,Address correction,South Service Center,Customer Care,B. Martin,Web,48,45.27,No,,2026-05-12T05:46:29.144186Z,Service Portal
SR-100156,2026-05-10T12:08:35.736051Z,2026-05-11T02:57:13.827774Z,Closed,Normal,General Inquiry,Feedback,Central Service Center,Customer Care,B. Martin,Web,48,14.81,No,5,2026-05-11T02:57:13.827774Z,Service Portal
SR-100154,2026-05-10T13:09:27.204396Z,2026-05-14T06:29:44.098168Z,Closed,Normal,Equipment & Maintenance,Replacement request,North Service Center,Field Operations,V. Hall,Phone,48,89.34,No,4,2026-05-14T06:29:44.098168Z,Service Portal
SR-100155,2026-05-10T14:10:00.993792Z,2026-05-12T20:05:30.837728Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,Central Service Center,Field Operations,N. Lewis,Phone,48,53.92,Yes,4,2026-05-12T20:05:30.837728Z,Service Portal
SR-100157,2026-05-10T17:39:19.972766Z,2026-05-13T21:33:53.558646Z,Closed,High,Delivery & Fulfillment,Damaged item,Remote,Customer Care,E. Thompson,Phone,16,75.91,No,,2026-05-13T21:33:53.558646Z,Contact Center
SR-100153,2026-05-10T19:45:38.971307Z,2026-05-11T22:21:15.022118Z,Closed,Normal,Billing & Payments,Refund request,Central Service Center,,R. Williams,Email,48,26.59,No,3,2026-05-11T22:21:15.022118Z,Contact Center
SR-100166,2026-05-11T08:05:44.058607Z,2026-05-11T23:45:13.935612Z,Closed,High,Account Access,Password reset,West Service Center,Technical Support,A. Patel,Web,16,15.66,No,5,2026-05-11T23:45:13.935612Z,Service Portal
SR-100162,2026-05-11T09:43:33.352743Z,2026-05-11T13:18:25.218480Z,Closed,Critical,General Inquiry,Service information,Central Service Center,Customer Care,E. Thompson,Phone,4,3.58,No,,2026-05-11T13:18:25.218480Z,Service Portal
SR-100163,2026-05-11T09:47:42.552130Z,2026-05-14T19:51:25.779689Z,Closed,Low,Permit & Compliance,Policy clarification,South Service Center,Compliance Services,I. Adams,Web,96,82.06,No,3,2026-05-14T19:51:25.779689Z,Field App
SR-100165,2026-05-11T10:47:21.594003Z,2026-05-12T14:02:36.820854Z,Closed,Normal,Billing & Payments,Invoice question,South Service Center,Billing Operations,C. Davis,Mobile,48,27.25,No,5,2026-05-12T14:02:36.820854Z,Service Portal
SR-100170,2026-05-11T11:35:00.184650Z,2026-05-13T10:27:12.820092Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,Central Service Center,Field Operations,H. Clark,Email,48,46.87,No,,2026-05-13T10:27:12.820092Z,Service Portal
SR-100174,2026-05-11T13:07:42.607067Z,2026-05-11T19:11:00.327548Z,Closed,High,Account Access,Identity verification,North Service Center,Technical Support,J. Brooks,Web,16,6.05,No,3,2026-05-11T19:11:00.327548Z,Service Portal
SR-100167,2026-05-11T14:07:56.318408Z,2026-05-12T07:59:52.579371Z,Closed,Normal,Account Access,Identity verification,West Service Center,Technical Support,A. Patel,Phone,48,17.87,No,4,2026-05-12T07:59:52.579371Z,Service Portal
SR-100159,2026-05-11T14:58:42.596173Z,2026-05-13T07:08:30.981024Z,Closed,Normal,Billing & Payments,Payment failure,West Service Center,Billing Operations,L. Moore,Phone,48,40.16,No,4,2026-05-13T07:08:30.981024Z,Contact Center
SR-100172,2026-05-11T15:50:09.807493Z,2026-05-12T15:47:12.513208Z,Closed,High,Billing & Payments,Refund request,West Service Center,Billing Operations,L. Moore,Phone,16,23.95,No,4,2026-05-12T15:47:12.513208Z,Service Portal
SR-100164,2026-05-11T16:33:42.298811Z,2026-05-12T07:14:12.144482Z,Closed,Normal,Account Access,Permission request,South Service Center,Technical Support,J. Brooks,Email,48,14.67,No,4,2026-05-12T07:14:12.144482Z,Service Portal
SR-100173,2026-05-11T17:39:14.978568Z,2026-05-12T16:59:45.707495Z,Closed,High,Delivery & Fulfillment,Late delivery,Central Service Center,Customer Care,E. Thompson,Mobile,16,23.34,No,2,2026-05-12T16:59:45.707495Z,Field App
SR-100169,2026-05-11T17:59:59.899155Z,2026-05-12T02:52:54.795622Z,Closed,High,Billing & Payments,Refund request,South Service Center,Billing Operations,C. Davis,Mobile,16,8.88,No,5,2026-05-12T02:52:54.795622Z,Field App
SR-100168,2026-05-11T19:52:45.232690Z,2026-05-13T21:29:46.595841Z,Closed,Normal,Permit & Compliance,Policy clarification,Remote,Compliance Services,F. Wright,Phone,48,49.62,No,2,2026-05-13T21:29:46.595841Z,Service Portal
SR-100160,2026-05-11T20:20:45.211363Z,2026-05-13T15:41:18.026429Z,Closed,Normal,Delivery & Fulfillment,Address correction,Central Service Center,Customer Care,B. Martin,Web,48,43.34,No,5,2026-05-13T15:41:18.026429Z,Service Portal
SR-100171,2026-05-11T20:58:12.366126Z,2026-05-14T19:26:10.081252Z,Closed,Normal,Equipment & Maintenance,Replacement request,North Service Center,Field Operations,N. Lewis,Web,48,70.47,No,4,2026-05-14T19:26:10.081252Z,Contact Center
SR-100161,2026-05-11T21:08:45.779063Z,2026-05-16T19:45:01.020897Z,Closed,Low,Equipment & Maintenance,Device repair,South Service Center,Field Operations,P. Garcia,Phone,96,118.60,No,,2026-05-16T19:45:01.020897Z,Field App
SR-100186,2026-05-12T07:53:52.239418Z,2026-05-15T12:47:24.049669Z,Closed,Normal,Equipment & Maintenance,Device repair,Central Service Center,Field Operations,V. Hall,Email,48,76.89,No,4,2026-05-15T12:47:24.049669Z,Service Portal
SR-100180,2026-05-12T08:12:26.102280Z,2026-05-13T07:22:00.125463Z,Closed,High,General Inquiry,Status request,South Service Center,Customer Care,K. Johnson,Email,16,23.16,No,4,2026-05-13T07:22:00.125463Z,Contact Center
SR-100187,2026-05-12T10:47:34.157962Z,2026-05-12T23:03:53.470650Z,Closed,Normal,Account Access,Permission request,West Service Center,Technical Support,J. Brooks,Mobile,48,12.27,No,,2026-05-12T23:03:53.470650Z,Field App
SR-100175,2026-05-12T11:48:10.676920Z,2026-05-17T03:53:23.955055Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,Central Service Center,Field Operations,H. Clark,Web,48,112.09,Yes,,2026-05-17T03:53:23.955055Z,Service Portal
SR-100176,2026-05-12T12:26:51.478047Z,2026-05-13T11:57:45.899733Z,Closed,High,Account Access,Password reset,Central Service Center,Technical Support,S. Rivera,Web,16,23.52,No,4,2026-05-13T11:57:45.899733Z,Service Portal
SR-100183,2026-05-12T13:20:10.271328Z,2026-05-15T17:12:30.647791Z,Closed,Normal,Equipment & Maintenance,Device repair,West Service Center,Field Operations,N. Lewis,Web,48,75.87,No,4,2026-05-15T17:12:30.647791Z,Service Portal
SR-100182,2026-05-12T13:42:35.906437Z,2026-05-16T02:33:39.383222Z,Closed,Low,Permit & Compliance,Policy clarification,Central Service Center,Compliance Services,I. Adams,Web,96,84.85,No,5,2026-05-16T02:33:39.383222Z,Field App
SR-100184,2026-05-12T13:55:26.422894Z,2026-05-13T00:16:34.403929Z,Closed,Normal,General Inquiry,Status request,North Service Center,Customer Care,E. Thompson,Mobile,48,10.35,No,5,2026-05-13T00:16:34.403929Z,Contact Center
SR-100185,2026-05-12T14:59:11.208067Z,2026-05-15T15:54:54.776643Z,Closed,Normal,Permit & Compliance,Policy clarification,West Service Center,Compliance Services,O. Scott,Phone,48,72.93,No,3,2026-05-15T15:54:54.776643Z,Field App
SR-100179,2026-05-12T14:59:25.631230Z,2026-05-14T09:51:27.336348Z,Closed,Low,Delivery & Fulfillment,Late delivery,South Service Center,Customer Care,D. Wilson,Email,96,42.87,No,4,2026-05-14T09:51:27.336348Z,Field App
SR-100177,2026-05-12T16:44:28.584555Z,2026-05-13T18:36:14.342199Z,Closed,High,Billing & Payments,Refund request,South Service Center,Billing Operations,C. Davis,Web,16,25.86,No,4,2026-05-13T18:36:14.342199Z,Service Portal
SR-100178,2026-05-12T18:47:50.491400Z,2026-05-14T23:13:03.611843Z,Closed,Normal,Equipment & Maintenance,Device repair,Central Service Center,Field Operations,H. Clark,Email,48,52.42,No,4,2026-05-14T23:13:03.611843Z,Service Portal
SR-100181,2026-05-12T20:29:02.316798Z,2026-05-13T20:49:01.201392Z,Closed,High,Account Access,Identity verification,North Service Center,Technical Support,M. Chen,Phone,16,24.33,No,,2026-05-13T20:49:01.201392Z,Service Portal
SR-100189,2026-05-13T08:16:11.226611Z,2026-05-14T23:44:47.871936Z,Closed,Normal,Billing & Payments,Payment failure,Central Service Center,Billing Operations,L. Moore,Web,48,39.48,No,,2026-05-14T23:44:47.871936Z,Contact Center
SR-100188,2026-05-13T12:18:54.672138Z,2026-05-14T16:20:40.299540Z,Closed,Normal,Account Access,Identity verification,Central Service Center,Technical Support,M. Chen,Phone,48,28.03,Yes,4,2026-05-14T16:20:40.299540Z,Field App
SR-100194,2026-05-13T13:23:16.019635Z,2026-05-13T23:49:52.822874Z,Closed,Low,Account Access,Password reset,Remote,Technical Support,S. Rivera,Phone,96,10.44,No,5,2026-05-13T23:49:52.822874Z,Service Portal
SR-100198,2026-05-13T13:28:28.294956Z,2026-05-14T04:52:25.489038Z,Closed,High,General Inquiry,Service information,South Service Center,Customer Care,K. Johnson,Email,16,15.40,No,4,2026-05-14T04:52:25.489038Z,Service Portal
SR-100195,2026-05-13T14:10:41.068540Z,2026-05-16T10:17:26.709707Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,North Service Center,Field Operations,P. Garcia,Mobile,48,68.11,No,,2026-05-16T10:17:26.709707Z,Service Portal
SR-100191,2026-05-13T14:15:58.518297Z,2026-05-17T13:21:27.068125Z,Closed,High,Permit & Compliance,Application status,Remote,Compliance Services,F. Wright,Web,16,95.09,No,3,2026-05-17T13:21:27.068125Z,Contact Center
SR-100197,2026-05-13T14:58:31.354618Z,2026-05-17T06:00:08.375537Z,Closed,Normal,Permit & Compliance,Policy clarification,West Service Center,Compliance Services,I. Adams,Email,48,87.03,No,4,2026-05-17T06:00:08.375537Z,Contact Center
SR-100196,2026-05-13T17:11:53.961944Z,2026-05-14T21:45:39.600672Z,Closed,High,Equipment & Maintenance,Device repair,Remote,Field Operations,N. Lewis,Mobile,16,28.56,No,,2026-05-14T21:45:39.600672Z,Service Portal
SR-100192,2026-05-13T17:58:45.106267Z,2026-05-16T20:04:50.738409Z,Closed,Normal,Delivery & Fulfillment,Late delivery,Remote,Customer Care,D. Wilson,Web,48,74.10,No,,2026-05-16T20:04:50.738409Z,Contact Center
SR-100193,2026-05-13T18:46:45.222189Z,2026-05-14T21:30:58.269802Z,Closed,Normal,Account Access,Password reset,South Service Center,Technical Support,J. Brooks,Email,48,26.74,No,4,2026-05-14T21:30:58.269802Z,Contact Center
SR-100190,2026-05-13T20:39:03.298927Z,2026-05-14T18:59:53.566277Z,Closed,Normal,General Inquiry,Status request,South Service Center,Customer Care,K. Johnson,Web,48,22.35,No,4,2026-05-14T18:59:53.566277Z,Contact Center
SR-100202,2026-05-14T07:58:31.909352Z,2026-05-17T02:13:55.852672Z,Closed,Low,Equipment & Maintenance,Device repair,Remote,Field Operations,V. Hall,Web,96,66.26,No,5,2026-05-17T02:13:55.852672Z,Service Portal
SR-100210,2026-05-14T09:30:38.243455Z,2026-05-15T14:46:42.574255Z,Closed,Low,General Inquiry,Service information,South Service Center,Customer Care,D. Wilson,Mobile,96,29.27,No,5,2026-05-15T14:46:42.574255Z,Contact Center
SR-100207,2026-05-14T09:49:03.068354Z,2026-05-16T08:31:29.926914Z,Closed,High,Billing & Payments,Invoice question,Central Service Center,Billing Operations,L. Moore,Phone,16,46.71,No,4,2026-05-16T08:31:29.926914Z,Service Portal
SR-100199,2026-05-14T12:21:56.676834Z,2026-05-17T15:39:01.474301Z,Closed,Normal,Delivery & Fulfillment,Late delivery,South Service Center,Customer Care,D. Wilson,Phone,48,75.28,No,4,2026-05-17T15:39:01.474301Z,Service Portal
